main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"salt,mango pulp (puree),sugar,vanilla,lemon,eggs,lemon,flour (maida),icing sugar,butter",90,10,2,4
"salt,yellow moong dal (split),wheat flour,asafoetida (hing),gram flour (besan),sunflower oil",30,6,0,1
"salt,ginger,arhar dal (split toor dal),tamarind water,mustard seeds,brinjal (baingan eggsplant),coconut,jaggery,curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,black pepper powder,boiled peanuts,turmeric powder,chana dal (bengal gram dal),sunflower oil",40,17,1,5
"tomato,salt,arhar dal (split toor dal),green chilli,tamarind water,mustard seeds,asafoetida (hing),ghee,black peppercorns,dry red chilli,curry leaves,coriander (dhania) leaves,cumin seeds (jeera),turmeric powder",30,14,1,4
"arhar dal (split toor dal),coconut,dry red chillies spice threshold,black peppercorns,drumstick,tamarind marble,coriander (dhania) seeds,onion,turmeric powder",40,9,0,1
"salt,bananas,prunes,anardana powder (pomegranate seed powder),curd,cranberries,muesli,chia seeds water,cinnamon powder (dalchini)",30,9,0,1
"salt,yellow moong dal (split),coconut,mustard seeds,asafoetida (hing),curry leaves,dry red chillies,chow chow (chayote squash) cored,lemon,green chillies,sunflower oil",30,11,0,2
"cashew nuts,salt,green chillies,ginger,cardamom (elaichi) podsseeds,bay leaf (tej patta),ghee,green peas (matar),curd,onion,baby potatoes,cloves (laung),garam masala powder",30,13,2,4
"britannia cheese block,milk,britannia cheese asli pepper,carrot,green beans,green zucchini,flour (maida),butter,sunflower oil",60,9,4,5
"salt,wheat flour,coconut,ghee,palm jaggery,water,cardamom powder (elaichi)",150,7,1,2
"falsa falsaphalsa,cumin powder (jeera),black salt,sugar,lemon,mint leaves (pudina)",45,6,0,1
"salt,green chilli,coconut,asafoetida (hing),jaggery,onion,avarekai (broad beans),sunflower oil",40,8,0,1
"cumin powder (jeera),coriander (dhania) leaves,mustard sauce,cloves garlic,virgin olive oil,onion,black pepper powder,sweet potato,dried oregano,salt,beetroot,burger buns wheat,avocados,dried basil leaves,red chilli powder,walnuts ground,parsley leaves dry,lemon,classic mayonnaise (with eggs),tofu firm,jalapenos pickles,iceberg lettuce (lettucespinach),red chilli sauce,wheat bread crumbs,quinoa",75,25,3,5
"salt,rosemary,tme leaves,broccoli bite florets,virgin olive oil,conchiglie pasta,white vinegar,black pepper powder,butter,dried oregano",35,10,2,4
"tomato,salt,cumin powder (jeera),ginger,couscous,paprika powder,mint leaves (pudina),cloves garlic,virgin olive oil,kabuli chana (white chickpeas),onion,coriander powder,dates,cinnamon powder (dalchini)",75,14,0,3
"tomato,salt,cumin powder (jeera),sunflower oil,mustard seeds,coriander (dhania) leaves,water,black peppercorns,ginger garlic paste,curry leaves,dry red chillies,onion,cinnamon stick (dalchini),tamarind paste,turmeric powder,prawns,tomato paste",45,17,1,5
"salt,corn flour,oregano,cloves garlic,onion,lemon,pepper,parmesan cheese,butter,chicken breasts two",45,10,3,5
"tomato,green chilli,mustard seeds,cloves garlic,ridge gourd (turai peerkangai) skin cylindrical.,coriander (dhania) leaves,onion,cumin seeds (jeera),peanuts (moongphali)",40,9,0,1
"salt,wheat brown bread white bread,ice cubes blanching the almonds,cloves garlic,virgin olive oil,white wine vinegar sherry vinegar,green seedless grapes,badam (almond),parsley leaves,black pepper powder,cucumber,water (or white grape juice)",17,12,2,4
"baking powder,salt,coconut oil almond oil,raspberries locy available berry,milk almond milk vegans,flaxmeal eggs replacer instead eggs vegan baking,almond meal (badam powder),chia seeds flax seeds,blueberries locy available berry,vanilla,eggs pale color,cinnamon powder (dalchini)",45,12,5,5
"salt (kala namak using fast),fennel seeds (saunf),red chilli powder,phool makhana (lotus seeds),cumin seeds (jeera),baby potatoes,coriander powder,turmeric powder,green chillies,sunflower oil",45,10,0,2
"coriander (dhania),salt,ginger,asafoetida (hing),gram flour (besan),onion,rice flour,green chillies,tapioca root,sunflower oil",45,10,0,2
"bananas ripe,instant coffee powder,instant oats (oatmeal) instant,milk,sugar",10,5,0,1
"cloves garlic,peanuts,pepper powder,broccoli,oil,cottage cheese,red chilli sauce,breads,salt butter",40,9,3,4
"tomato,coriander (dhania) leaves,anardana powder (pomegranate seed powder),ajwain (carom seeds),onion,cumin seeds (jeera),turmeric powder,sunflower oil,salt,lemon,pomegranate fruit kernels,flour (maida),garam masala powder,red chilli powder,sugar,water dough mixing,sooji (semolina rava),kasuri methi (dried fenugreek leaves),ghee,fennel seeds (saunf),ginger garlic paste,coriander powder,potato (aloo)",105,23,1,5
"nutmeg powder,cardamom (elaichi) podsseeds,milk,sugar,vanilla,badam (almond),condensed milk,eggs",90,8,2,3
"salt,milk,black peppercorns,onion,parsley leaves,cheddar cheese,broccoli florets,eggs",35,8,3,4
"cucumber,salt,lettuce leaves,badam (almond) salted,cloves garlic,virgin olive oil,parsley leaves,red chilli flakes,lemon,vinegar,virgin olive oil marinating chicken,black pepper powder,green bell pepper (capsicum),gouda cheese piece,chicken breasts,cherry tomato,parsley leaves tho marinating the chicken",40,17,5,5
"salt,ginger,chana dal (bengal gram dal),asafoetida (hing),red chilli powder,sunflower oil the fritters,green amaranth,turmeric powder,green chillies",50,9,0,1
"tomato,salt,rosemary,eggs,tabasco original sauce,flour (maida),mozzarella cheese,cloves garlic,red chilli powder,red chilli flakes,sugar,onion,pepper,parmesan cheese,chicken breasts,wheat bread crumbs,sunflower oil",70,17,4,5
"sugar,mango pulp (puree),ghee greasing,cardamom powder (elaichi)",40,4,1,1
"tomato,salt,tomato ketchup tomato,rice,cloves garlic,onion,vinegar,rajma (large kidney beans),sweet corn,green bell pepper (capsicum),butter,cayenne pepper red chilli powder",40,12,1,3
"salt,lemon thekera water,mustard oil,coriander (dhania) leaves,rice flour potato,panch phoran masala,potato (aloo),turmeric powder,green chillies",30,9,0,1
"jackfruit seeds (kathal),cloves garlic,curry leaves,onion,cloves garlic pound,rasam powder,tamarind,turmeric powder,green chillies,sunflower oil",50,10,0,2
"khoya (mawa),sabudana (tapioca pearls),ghee,cardamom (elaichi) podsseeds,milk,pistachios ground,sugar,bottle gourd (lauki),almonds (badam),rice hour",60,10,2,4
"basmati rice,kashmiri red chilli powder,pistachios,ajwain (carom seeds),onion,green chillies,salt,black cardamom (badi elaichi),pineapple,cardamom (elaichi) podsseeds,raisins,walnuts,saffron strands strands milk,apples,water,cashew nuts,ginger,bay leaves (tej patta),ghee,fennel seeds (saunf),milk,dry ginger powder,badam (almond),cinnamon stick (dalchini),cloves (laung)",65,25,4,5
"salt,vegetable stock,virgin olive oil,butternut squash seeded,carrot,basil leaves,coriander (dhania) leaves,black peppercorns,onion,lemon,butter,stalk celery",70,12,3,5
"salt,green beans (french beans),arhar dal (split toor dal),rice,coconut,mustard seeds,cauliflower (gobi),green peas (matar),carrot,dry red chilli,curry leaves,white urad dal (split),cumin seeds (jeera),turmeric powder",30,14,0,3
"wheat brown bread,salt,onion,black pepper powder,eggs,butter,cheese slice",40,7,3,4
"salt,mustard seeds,asafoetida (hing),gram dal (pottukadalai),sesame (gingelly) oil,water,curry leaves,white urad dal (split),dry red chillies,tamarind paste,green chillies,cabbage (patta gobi muttaikose),sunflower oil",35,13,0,3
"garlic cloves,tomato,cumin powder (jeera),salt,paprika powder,virgin olive oil,kabuli chana (white chickpeas),onion,turmeric powder,spinach leaves (palak),garam masala powder",60,11,0,2
"coriander (dhania),coconut,fennel seeds (saunf),red chilli powder,black peppercorns,cloves garlic,coriander (dhania) seeds,cinnamon stick (dalchini),cumin seeds (jeera),poppy seeds,methi seeds (fenugreek seeds),onion,sesame seeds (til seeds),sunflower oil",30,14,0,3
"beetroot juiced,ghee,milk powder (milk solids),sugar,vanilla,cardamom powder (elaichi),rajma (large kidney beans),cocoa powder",51,8,1,2
"tomato,salt,cumin powder (jeera),mozzarella cheese cheddar cheese,coriander (dhania) leaves,coconut,red chilli flakes,ginger garlic paste,lemon,green bell pepper (capsicum),mint leaves (pudina),green chillies,butter,wheat brown bread wheat",30,14,2,5
"tomato,kashmiri red chilli powder,nutmeg,black peppercorns,coriander (dhania) seeds,onion,cumin seeds (jeera),turmeric powder,salt,black cardamom (badi elaichi),green chilli,mustard oil,cardamom (elaichi) podsseeds,mace (javitri),garam masala powder,water,curd lemon,bay leaf (tej patta),fennel seeds (saunf),ghee,potato (aloo),ginger garlic paste,cinnamon stick (dalchini),mutton,cloves (laung)",40,25,2,5
"salt,sunflower oil,chaat masala powder,ajwain (carom seeds),red chilli powder,cauliflower (gobi) large florets,gram flour (besan),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,hung curd (greek yogurt) (or greek yogurt)",75,12,0,2
"salt,water the dough,nutmeg powder,ghee,saffron strands,sooji (semolina rava) rava maida,sugar,cardamom powder (elaichi),mixed nuts,milk full fat milk,sunflower oil",110,11,2,4
"salt,eggs fork,milk,water,dry yeast,herbs,vivatta maida,sugar,sesame seeds (til seeds),butter,eggs an eggs",45,11,3,5
"basmati rice,salt,ghee,saffron strands,raisins,water,sugar,cardamom powder (elaichi),mixed nuts",40,9,2,3
"salt,cumin powder (jeera),ginger,green peas (matar),red chilli powder,gram flour (besan),onion,coriander (dhania) powder,black pepper powder,green chillies,garam masala powder,sunflower oil",40,12,0,2
"cucumber,salt,chaat masala powder,sugar,lemon,pomegranate fruit kernels,mint leaves (pudina)",25,7,0,1
"salt,green chilli,coconut,mustard seeds,asafoetida (hing),mango,coriander (dhania) leaves,chana dal (bengal gram dal) hour,turmeric powder",80,9,0,1
"cumin powder (jeera),mustard oil,bay leaf (tej patta),coconut,red chilli powder,ginger garlic paste,kala chana (brown chickpeas) you get the green variety,onion,cumin seeds (jeera),coriander powder ground,black pepper powder,turmeric powder,green chillies",580,13,0,4
"baking powder,salt,corn flour,ginger,red chilli powder,kabuli chana (white chickpeas),onion,cumin seeds (jeera),pepper,spinach leaves (palak),sunflower oil pan",535,11,0,3
"tomato,salt,coriander (dhania) leaves,red chilli powder,ginger garlic paste,sugar,onion,bottle gourd (lauki),cumin seeds (jeera),turmeric powder,garam masala powder,sunflower oil",45,12,0,2
"tomato,salt,spring onion greens,corn flour,ginger,eggs,soy sauce,water,chilli vinegar,cloves garlic,onion,chicken,green bell pepper (capsicum),red chilli sauce,green chillies,sunflower oil",65,16,2,5
"rice flour,milk,cardamom powder (elaichi),caster sugar,flour (maida),sesame seeds (til seeds),sunflower oil",20,7,0,1
"tomato,salt,cumin powder (jeera),hung curd (greek yogurt),paneer,chaat masala powder,red chilli powder,ginger garlic paste,onion,lemon,sweet corn,green bell pepper (capsicum),flour (maida),turmeric powder,butter",155,15,2,5
"salt,tomato basil pasta sauce (or del monte sauce),paneer,mozzarella cheese,brinjal (baingan eggsplant) (cut slices),carrot,cloves garlic,basil leaves leaves,virgin olive oil,onion,black pepper powder,green bell pepper (capsicum),green chillies,parsley leaves leaves,dried oregano",110,15,5,5
"tomato,salt,cumin powder (jeera),arhar dal (split toor dal),ginger,green chilli,black salt,ghee,charcoal,red chilli powder,cloves garlic,coriander (dhania) leaves,dry red chillies,onion,cumin seeds (jeera),coriander powder,green moong dal,turmeric powder,sunflower oil",50,19,1,5
"rice,cardamom (elaichi) podsseeds,poha (flattened rice),coconut,jaggery",110,5,0,1
"water knead,wheat flour,palm jaggery,badam (almond) skin,sooji (semolina rava)",30,5,1,1
"black salt,ginger,spinach leaves (palak) leaves,water,lemon,bottle gourd (lauki),cumin seeds (jeera),cucumber",10,8,0,1
"salt,parangikai pumpkin,mustard seeds,asafoetida (hing),coriander (dhania) leaves,curd,curry leaves,cumin seeds (jeera),sooji (semolina rava),enos fruit salt,sesame seeds (til seeds),green chilli using pestle motor,sunflower oil",30,13,0,2
"salt,green chillies,coconut,mango (ripe),mustard seeds,methi powder (fenugreek powder),curry leaves,white urad dal (split),dry red chillies,cumin seeds (jeera),turmeric powder,coconut oil,curd sour",45,13,0,3
"salt,kalonji (onion nigella seeds),amchur (dry mango powder),asafoetida (hing),mustard seeds,red chilli powder,carrot,green bell pepper (capsicum),coriander powder,garam masala powder,sunflower oil",35,11,0,2
"tomato,salt,cumin powder (jeera),ginger,paprika powder,cloves garlic,chipotle chillies peppers dried red chilli will do,onion,chicken,rajma (large kidney beans),black pepper powder,green zucchini,sunflower oil",60,13,2,5
"basmati rice,onion,turmeric powder,green chillies,mint leaves (pudina),sunflower oil,salt,black cardamom (badi elaichi),cardamom (elaichi) podsseeds,star anise,garam masala powder,red chilli powder,curd,lemon,jackfruit (kathal),cashew nuts,coriander (dhania) leaves,bay leaves (tej patta),ghee,ginger garlic paste,cinnamon stick (dalchini),cloves (laung)",75,22,2,5
"tomato,basmati rice,coriander (dhania) leaves,kabuli chana (white chickpeas),onion,turmeric powder,sunflower oil,salt,green chilli,cardamom (elaichi) podsseeds,mint leaves (pudina),garam masala powder,red chilli powder,garlic,ginger,saffron strands generous,bay leaf (tej patta),fennel seeds (saunf),ghee,milk,coriander powder,cloves (laung)",60,22,2,5
"salt,red bell pepper (capsicum),black pepper powder,green peas (matar),virgin olive oil,carrot,eggs bowl,curry leaves,soy sauce,onion,garlic,quinoa beforehand,curry powder,brown sugar (demerara sugar),brown rice beforehand",40,15,1,4
"yellow bell pepper (capsicum),salt,red bell pepper (capsicum),green chilli,cauliflower (gobi),red chilli flakes,onion,black pepper powder,eggs",65,9,1,2
"salt,mustard oil,red chilli powder,coriander (dhania) leaves,onion,potato (aloo),green chillies",55,7,0,1
"tomato,salt,wheat flour,cumin powder (jeera),green chillies,green chilli,paneer,mustard sauce,red chilli powder,coriander (dhania) leaves,garlic,onion,tomato pasta sauce,turmeric powder,spinach leaves (palak),garam masala powder,sunflower oil",45,17,1,5
"tomato,salt,guntur dried chillies,arhar dal (split toor dal),coconut,mustard seeds,asafoetida (hing),coriander (dhania) leaves,jaggery,curry leaves,byadagi dried chillies,coriander (dhania) seeds,onion,cumin seeds (jeera),tamarind water (lemon tamarind cted),turmeric powder,sunflower oil",40,17,0,4
"tomato,salt,ginger,sunflower oil,mustard oil,asafoetida (hing),bay leaf (tej patta),coriander (dhania) leaves,potato (aloo),cinnamon stick,red chilli powder,cloves garlic,water,onion,bhindi (lady fingerokra),coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),cumin (jeera) seeds",35,19,0,4
"heavy whipping cream,water ice cold,eggs,water,salted butter,sugar,salt coarse salt crystals,dark chocolate,flour (maida),butter",105,10,4,5
"salt,corn flour,ajwain (carom seeds),red chilli powder,cloves garlic,baby corn,curd,turmeric powder,garam masala powder,sunflower oil",40,10,0,2
"tomato,salt,ginger,green chilli,amchur (dry mango powder),ghee,ajwain (carom seeds),red chilli powder,kabuli chana (white chickpeas),onion,cinnamon stick (dalchini),coriander powder,cloves (laung),garam masala powder",90,14,1,4
"yellow bell pepper (capsicum),red bell pepper (capsicum),coriander (dhania) leaves,red chilli powder,water,gram flour (besan),onion,turmeric powder,sunflower oil",50,9,0,1
"salt,fennel seeds (saunf),chaat masala powder,gram flour (besan),onion,broccoli,sunflower oil",35,7,1,2
"tomato,salt,ginger,green chilli,coconut,fennel seeds (saunf),red chilli powder,cloves garlic,black peppercorns,curry leaves,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),mutton,coconut oil,cinnamon stick (dalchini),cardamom powder (elaichi),turmeric powder,cloves (laung)",45,19,1,5
"tomato,salt,mustard seeds,asafoetida (hing),white urad dal (split),bottle gourd (lauki) a skin,dry red chillies,methi seeds (fenugreek seeds),coriander (dhania) leaves,tamarind paste,turmeric powder,green chillies,sunflower oil",25,13,0,2
"coconut,mustard seeds,asafoetida (hing),green moong sprouts,jaggery,black peppercorns,curry leaves,tamarind marble,dry red chillies,coriander (dhania) seeds,turmeric powder,sunflower oil",580,12,0,4
"green bell peppers,ginger,green chilli,rice,cardamom (elaichi) podsseeds,asafoetida (hing),green moong sprouts,red chilli powder,cloves garlic,coriander (dhania) leaves,cinnamon stick (dalchini),cumin seeds (jeera),onion,coriander powder,turmeric powder,cloves (laung)",40,16,0,4
"hung curd (greek yogurt) till smooth,bananas,sage,nutmeg powder,marie biscuit,apples,wheat flakes (cereal),almonds (badam) pound,butter",70,9,2,3
"cashew nuts,mustard seeds,asafoetida (hing),black pepper corns,coconut,jaggery,red chilli powder,peanuts (moongphali) shelled,coriander (dhania) seeds,cinnamon stick (dalchini),methi seeds (fenugreek seeds),peanuts (moongphali),cumin seeds (jeera),green bell pepper (capsicum),tamarind,coconut oil,cloves (laung),turmeric powder",40,18,1,5
"tomato,salt,cumin powder (jeera),ginger,green chilli,coriander powder,brinjal (baingan eggsplant),potato (aloo),red chilli powder,cumin seeds (jeera),lotus stem,turmeric powder,spinach leaves (palak),garam masala powder,sunflower oil",60,15,2,5
"baking powder,salt,ginger,green chilli,coriander (dhania) leaves,paneer,butter make pancakes,carrot,buttermilk,oats flour",30,10,3,4
"yellow bell pepper (capsicum),tomato,salt needed,curry leaves,white urad dal (split),turmeric powder,sunflower oil,salt,red bell pepper (capsicum),arhar dal (split toor dal),sunflower oil saute veggsies,sambar powder,tamarind water,mustard seeds,idli dosa batter,bay leaf (tej patta),kashmiri dry red chillies,drumstick,curry leaves,pearl onion (sambar onion),bottle gourd (lauki),green bell pepper (capsicum)",50,22,1,5
"fish sauce,spring onion greens,salt,rice,green peas (matar),water,cloves garlic,dark soy sauce,onion,chicken,red chilli,pepper,eggs,prawns,sunflower oil",35,15,4,5
"salt,tomato get red ripe,basil leaves,red chilli flakes,carrot,virgin olive oil,cloves garlic,onion,green bell pepper (capsicum),del monte spaghetti pasta,pepper,dried oregano",40,12,1,3
"salt,yellow moong dal (split),ginger,amchur (dry mango powder),ghee,red chilli powder,cloves garlic,mooli ke patte (radish greens) bunch,dry red chillies,cumin seeds (jeera),turmeric powder,sunflower oil",51,12,1,3
"baking powder,pink food colour,eggs,instant coffee powder,milk,sugar,vanilla,dark chocolate,eggs,flour (maida),butter",85,11,3,5
"salt,pecans walnuts,spinach,virgin olive oil,onion,vinegar,parsley leaves dried,dried oregano,pepper,pomegranate fruit kernels shelled",15,10,0,1
"salt,cumin powder (jeera),green chilli,amchur (dry mango powder),coriander (dhania) leaves,red chilli powder,curd,mint leaves (pudina),chicken breasts,turmeric powder,garam masala powder",110,11,1,3
"corn flour,cardamom (elaichi) podsseeds ground,paneer,kewra essence,milk,rose water,mixed nuts almond,water,semiya (vermicelli) (thin variety),sugar,almond essence (badam essence),lemon,condensed milk,flour (maida),custard powder,butter",75,16,4,5
"salt,elephant yam (suransenairatalu),kashmiri red chilli powder,coconut,mustard seeds,red chilli powder,water,curry leaves,dry red chillies,coconut oil,cumin seeds (jeera),black pepper powder,turmeric powder,banana",35,14,0,3
"salt,kokum (malabar tamarind) the curry,ginger,coconut,methi powder (fenugreek powder),kokum (malabar tamarind),cloves garlic,dry red chilli,curry leaves,coconut oil,turmeric powder,green chillies,sardine fish",40,13,1,4
"salt,ginger,rice flour,coriander (dhania) leaves,red chilli powder,cloves garlic,water,green moong dal,green chillies,flax seed powder (flax meal),garam masala powder,sunflower oil",37,12,0,2
"salt,wheat flour,ginger,cumin powder (jeera),karela (bitter gourd pavakkai),ajwain (carom seeds),red chilli powder,water,gram flour (besan),green chillies ground paste,ghee,oil,turmeric powder,butter",50,14,2,5
"salt,ice cubes,water,lavender flowers dried,sugar,lemon",30,6,0,1
"salt,red bell pepper (capsicum),basil pesto (or basil pesto),panini bread,tomatointo,feta cheese,pepper,green zucchini,red onion onion,tabasco original sauce ( spice)",48,10,3,5
"rice atleast,asafoetida (hing),mustard seeds,chana dal (bengal gram dal) atleast,curry leaves,arhar dal (split toor dal) atleast,dry red chillies,gingelly oil,white urad dal (split) atleast",40,9,0,1
"tomato,salt,achari masala,cheese,paneer,soup buns,red chilli powder,virgin olive oil,mozzarella cheese,ginger garlic paste,onion,kasuri methi (dried fenugreek leaves),green bell pepper (capsicum),coriander powder,green chillies,garam masala powder",30,16,3,5
"methi leaves (fenugreek leaves),potato (aloo),red chilli powder,gram flour (besan),cumin seeds (jeera),coriander powder",30,6,0,1
"byadagi dried chillies you can kashmiri chillies red chillies),salt,chicken curry,coconut,ghee,cardamom (elaichi) podsseeds,black peppercorns,curry leaves,cloves garlic cloves garlic,coriander (dhania) seeds,onion,cumin seeds (jeera),methi seeds (fenugreek seeds),cinnamon stick (dalchini),coconut milk,turmeric powder,cloves (laung),tamarind lemon",60,18,2,5
"salt,kale stemmed,celery,green peas (matar),carrot,virgin olive oil,onion,garlic,quinoa",40,9,0,1
"salt,ginger,papaya skin cube,amchur (dry mango powder),mustard seeds,fennel seeds (saunf),jaggery,red chilli powder,cloves garlic,peanuts (moongphali) pound,onion,turmeric powder,garam masala powder,sunflower oil",40,14,0,3
"salt,coconut,mustard seeds,black peppercorns,curry leaves,cumin seeds (jeera),coconut oil,elephant yam (suransenairatalu) scraped,turmeric powder,green chillies",30,10,0,1
"salt,ginger,cloves garlic,coriander (dhania) leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),lemon,black pepper powder,green chillies,garam masala powder,chicken drumstick",105,12,1,4
"salt,paneer,virgin olive oil,del monte mint mayo,lemon,peanuts (moongphali)",45,6,1,1
"coriander (dhania),salt,ginger,gram flour (besan),onion,sweet corn,sunflower oil making chillas,green chillies",30,8,0,1
"salt,jowar flour (sorghum),red chilli powder,water,ginger garlic paste,mooli mullangi (radish),sunflower oil",35,7,0,1
"tomato,salt,basmati rice,bay leaves (tej patta),ghee,cardamom (elaichi) podsseeds,nutmeg powder,black peppercorns,virgin olive oil,ginger garlic paste,water,dry ginger powder,onion,cinnamon stick (dalchini),cloves (laung),chicken bs,green chillies,butter",120,18,3,5
"salt,eggs,water,butter pea,sugar,lemon,caster sugar,lemon,flour (maida) will make mini tarts,butter",145,10,3,5
"sweet potato julienne,mustard seeds paste,cumin powder (jeera),parangikai pumpkin,brinjal (baingan eggsplant),poppy seeds paste,turmeric powder,salt,mustard oil,karela (bitter gourd pavakkai),ridge gourd (turai peerkangai),plantain stem julienne,dry red chilli,sugar,methi seeds (fenugreek seeds),bay leaf (tej patta),ghee,milk,drumstick,papaya,badi (wadi),ginger paste",55,22,2,5
"salt,sour,coriander (dhania) leaves,corn flour tortilla,red chilli powder,cabbage (patta gobi muttaikose),lemon,coriander powder,chicken breasts,garam masala powder,sunflower oil",35,11,1,3
"tomato,kashmiri red chilli powder,coriander (dhania) leaves,anardana powder (pomegranate seed powder),sev crunch,kabuli chana (white chickpeas),onion,cumin seeds (jeera),black pepper powder,turmeric powder,green chillies,salt,corn flour,nutralite garlic oregano,green chutney (coriander mint),garam masala powder,achari mayo tikki,red chilli powder,sweet chutney (date tamarind),nutralite classic,black salt,ginger,amchur (dry mango powder),bay leaf (tej patta),coriander (dhania) leaves,coriander powder,potato (aloo),wheat bread crumbs",60,28,0,5
"tomato,salt,yellow moong dal (split),cumin powder (jeera),ghee,mustard seeds,coriander (dhania) leaves,black pepper powder,coriander powder,turmeric powder",20,10,1,3
"salt,cumin powder (jeera),kashmiri red chilli powder,asafoetida (hing),chaat masala powder,red chilli powder,gram flour (besan),curry leaves,bhindi (lady fingerokra),coriander powder,rice flour,turmeric powder,sunflower oil",25,13,0,2
"salt,potato (aloo),red chilli powder,rajma (large kidney beans) pressure,fennel powder,flour (maida),wheat bread crumbs,garam masala powder,sunflower oil",60,9,0,1
"salt,dry corn kernals,baking soda,sugar,vanilla,corn syrup,butter,sunflower oil",30,8,1,2
"gram papaya,salt,mustard seeds,asafoetida (hing),cumin seeds (jeera),turmeric powder,green chillies,sunflower oil",30,8,0,1
"salt,ginger,water the dough,carrot,onion,flour (maida),cabbage (patta gobi muttaikose),sunflower oil",45,8,0,1
"vangi bath powder,salt,lemon drops,cashew nuts,green chilli,rice,mustard seeds,fistful green peas (matar),dry coconut (kopra),curry leaves,dry red chilli,white urad dal (split),onion,green bell pepper (capsicum),tamarind,turmeric powder,chana dal (bengal gram dal),sunflower oil",25,18,1,5
"basmati rice,salt,mustard seeds,asafoetida (hing),curry leaves,white urad dal (split),dry red chillies,watermelon seeds,peanuts (moongphali),sunflower oil",50,10,0,2
"salt,green chillies,ginger,garam masala powder,cardamom (elaichi) podsseeds,bay leaf (tej patta),coriander (dhania) leaves,red chilli powder,cloves garlic,dry coconut (kopra),curry leaves,cinnamon stick (dalchini),chicken,poppy seeds,onion,turmeric powder,cloves (laung),water grinding,red chilli powder ( suit spice levels),sunflower oil",70,20,1,5
"tomato,coriander (dhania) leaves,paprika powder,virgin olive oil,carrot,onion,garlic powder,cumin seeds (jeera),turmeric powder,sweet potato,salt,raisins,lemon,stalk celery,vegetable stock,white pepper powder,water,green moong dal (split) hour,ginger,cinnamon stick (dalchini),coriander powder,cloves (laung)",45,22,0,5
"salt,water the dough,ghee,ajwain (carom seeds),flour (maida),sunflower oil",45,6,1,1
"barley (seeds),brown rice,instant oats (oatmeal),ragi seeds",40,4,0,1
"salt,cumin powder (jeera),sev,potato (aloo),chaat masala powder,red chilli powder,sweet chutney (date tamarind),gram flour (besan),curd,carrot,lahsun ki chutney (red garlic chutney),onion,green chutney (coriander mint),enos fruit salt,spinach leaves (palak)",20,15,0,3
"tamarind paste marble tamarind,salt,coconut,jaggery,curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,jackfruit (kathal),coconut oil",40,10,0,2
"tomato,pineapple,cumin powder (jeera),salt,red chilli powder,cloves garlic,lemon,coriander (dhania) leaves,onion,jalapenos green chilli",25,10,0,1
"tomato,salt,cumin powder (jeera),ginger,cauliflower (gobi) florets,spinach,cloves garlic,cumin seeds (jeera),turmeric powder,green chillies,butter,garam masala powder,cinnamon powder (dalchini)",45,13,1,4
"salt,ghee,saffron strands,rose water,water,baking soda,gram flour (besan),sugar,badam (almond),cardamom powder (elaichi),orange color,melon seeds,sunflower oil",60,13,3,5
"tomato,salt,garam masala powder,bay leaves (tej patta),cardamom (elaichi) podsseeds,ajwain (carom seeds),red chilli powder,ginger garlic paste,curry leaves,onion,coriander powder,turmeric powder,cloves (laung),prawns,sunflower oil",30,15,1,4
"yellow bell pepper (capsicum),tomato,paprika powder,cloves garlic,virgin olive oil,carrot,onion,black pepper powder,salt,green zucchini,vegetable stock,sugar,green beans (french beans) st,button mushrooms,macaroni pasta,bay leaf (tej patta),green peas (matar),celery,canned beans,sweet corn,parmesan cheese,mixed herbs (dried) rosemary",45,22,2,5
"sunflower oil ghee,pistachios,fennel seeds (saunf),rose water,water,sugar,cardamom powder (elaichi),sooji (semolina rava),flour (maida),milk powder,sweet potatoes",70,11,1,3
"wheat brown bread triangle,nutmeg powder,milk,figs,muesli,vanilla,eggs",50,7,1,2
"baking powder,milk,baking soda,sugar,peanut buttersmooth peanut butter crunc peanut butter,flour (maida)",70,6,1,1
"arhar dal (split toor dal),coconut,mustard seeds,mixed vegetables,curry leaves,white urad dal (split),dry red chillies,cumin seeds (jeera),coconut oil,turmeric powder",45,10,0,2
"tomato,salt,cumin powder (jeera),arhar dal (split toor dal),ginger,black pepper powder ground,mustard seeds,ghee,asafoetida (hing),jaggery,water,mango,curry leaves,coriander (dhania) leaves,cumin seeds (jeera),lemon,coriander powder,turmeric powder,green chillies",40,19,1,5
"tomato,cumin powder (jeera),parangikai pumpkin,brinjal (baingan eggsplant),cloves garlic,carrot,onion,turmeric powder,green chillies,salt,coriander (dhania),arhar dal (split toor dal),papaya green,garam masala powder,coconut shaved coconut,red chilli powder,dry red chilli,ginger,bay leaf (tej patta),ghee,panch phoran masala,potato (aloo)",73,22,2,5
"salt,jackfruit seeds (kathal),arhar dal (split toor dal),tamarind water,coconut,turmeric powder,mangalorean cucumber,sambar powder,green chilli paste,sunflower oil",55,10,0,2
